datasets,RL 60%,RL 70%,RL 80%,MMx,MMy,MMz,Relax time
Stars_142,0.00400424425785,0.00571713023809,0.00883246224546,-0.000370087007888,0.000638176506422,-0.000750857427664,849313092929.0
Stars_143,0.00398556224861,0.00575010158803,0.00890579092098,0.000665772896255,0.000112255939929,0.000684313486931,926786496285.0
Stars_144,0.00399048886883,0.00571918565896,0.00891762891124,0.00150416280982,0.000791777157381,0.000586409984034,1.17487868665e+12
Stars_145,0.00393044319823,0.00572462969459,0.00886431189133,0.000521952835806,0.000914492972829,0.00117029146001,483193638016.0
Stars_146,0.00400264039504,0.00567865067588,0.0089718026206,0.000182584831867,0.00129932799035,-0.000918136912542,1.41745137154e+12
Stars_147,0.00404041512603,0.00568766579358,0.00899143084435,-0.000275687403433,0.00207227702297,-0.00061592958262,795020837871.0
Stars_148,0.00392587601534,0.00601204076591,0.0087795949288,0.00330346939843,0.000834230187649,0.00156336439104,1.14702754372e+12
Stars_149,0.00397045658904,0.00598322699735,0.0088559244992,0.000994046261886,0.000771474258609,-0.000196547811205,800659729662.0
Stars_150,0.00401487983808,0.00585957053559,0.00894065213772,0.00110767929516,0.000665711687611,-7.39243019808e-05,562450065303.0
Stars_151,0.00409327211752,0.0059936340917,0.00907324583472,0.000109990783187,8.45201549101e-05,0.000672585711404,814833980340.0
Stars_152,0.00394864138623,0.00580266491045,0.00912547472096,0.00179200101933,0.000687416378659,0.000192367184003,996623592778.0
Stars_153,0.00397686360677,0.00579016034107,0.0091660010912,0.00297395827552,4.77433311585e-05,0.000408356018774,2.54207279096e+12
Stars_154,0.00399438141627,0.00581320307002,0.00915740128732,-0.000409867876942,0.000682231470811,-0.000174725502229,1.61618679698e+12
Stars_155,0.00403212415146,0.00610423556104,0.0094773956039,0.00120898748849,0.000728788215927,0.000415010783276,421428700565.0
Stars_156,0.00401767353129,0.00610879648766,0.00948407092142,0.00159894897964,0.000380514022912,6.72789772584e-05,1.94311519021e+12
Stars_157,0.00417652806157,0.00644523656679,0.00969146748916,0.000443697247824,0.000836840030322,-0.000407247635093,697347205057.0
Stars_158,0.0042237129227,0.00650587172148,0.00994178212095,-0.00235961398075,0.00115131813469,-0.00737660297014,2.66514293205e+12
Stars_159,0.00422926505857,0.00650041784475,0.00998672592457,0.000472428104416,0.000888574381664,-0.00175003947645,1.68041299896e+12
Stars_160,0.00430511865203,0.00676097451443,0.0100569091278,0.000243515321662,0.000883774013614,-0.00160189117515,1.39600906373e+12
Stars_161,0.00447620606924,0.00657003252142,0.0101388448913,-0.00738100398916,-0.00889357690176,0.00639937150235,4.9286444958e+12
Stars_162,0.00448344430191,0.00660624022444,0.0102196032121,-0.000233529919843,-0.000602185121508,0.00134193327082,1.3806185793e+12
Stars_163,0.00451449082064,0.00655531078214,0.0101949341002,0.00123372867788,0.000210433645033,0.000187197073782,900469984695.0
Stars_164,0.004531603412,0.00654174074956,0.0101812605809,0.00155827293138,0.0017117006927,-0.00067508615905,1.19437886682e+12
Stars_165,0.00449320012788,0.00656774811467,0.0101089213477,0.00108748491609,-0.00291200813955,0.00393138241214,2.7968569526e+12
Stars_166,0.00432846426804,0.00625017330427,0.00987973912103,0.000458748996616,-9.07066720646e-05,3.49981924778e-06,1.60081835607e+12
Stars_167,0.00428924161225,0.00630699577349,0.00992089805843,-0.000183280773522,0.000560169145488,-0.000950765065653,2.01222457671e+12
Stars_168,0.00437280890683,0.00643161518428,0.00986811301542,0.00111536605881,-0.00039957634587,0.000635157653223,828731613567.0
Stars_169,0.00436944352801,0.00648330195755,0.00986758742829,0.00085448665201,-0.000187046319659,-0.00155859733176,1.21702804086e+12
Stars_170,0.00442137349649,0.0064862280794,0.00983370526269,0.000950423804632,0.00041833087699,-0.000457372706695,1.29456512051e+12
Stars_171,0.00442198498379,0.00653532647268,0.00988995725116,0.000161775609027,-0.00158067126505,0.00184169122264,2.10016951406e+12
Stars_172,0.00483559860675,0.00693993369469,0.0102058072054,-7.14781301558e-05,1.74234491559e-05,0.00131523407647,1.34919706389e+12
Stars_173,0.0047606496975,0.00684800449501,0.010207135661,-0.00149732050178,0.00172231054619,-0.00150805846218,1.02834206756e+12
Stars_174,0.00473278260887,0.00684837144796,0.0102138018636,0.00134071858016,0.00112102253721,-0.00155194304068,2.30384239181e+12
Stars_175,0.0047710744141,0.00669990485833,0.010299612446,-0.000142069900071,0.000327041797129,-0.000246130230769,873987691090.0
Stars_176,0.00469462660361,0.00676340820237,0.0104059270514,0.000851016080735,0.000869607838346,-0.000651038126589,1.8115131278e+12
Stars_177,0.00467250969954,0.00676238886463,0.0104477649717,0.00647272614183,0.00191588827742,0.00472700320807,2.14542264636e+12
Stars_178,0.00476329369592,0.0067189838035,0.0105083956825,-0.000364347978658,-0.000313552493829,-0.00115766038366,1.19806789711e+12
Stars_179,0.00472090793871,0.006983030806,0.0107393600298,-0.00180586076562,-0.00117145366267,-0.00394663411291,1.5640632548e+12
Stars_180,0.00539811172884,0.0079747864413,0.0119143555167,0.00118204160223,0.000226836672282,-0.00231661839415,1.0563094033e+12
Stars_181,0.00547228133253,0.0080260327304,0.0122281516241,0.00382514283801,-0.000548968590086,0.0014672264713,4.65204763503e+12
Stars_182,0.00519460598851,0.00796789609871,0.0123316032187,0.00011901145273,-0.00102089595275,-0.00335543001228,1.71524255922e+12
Stars_183,0.00534328096763,0.00790337347264,0.0123417724178,0.000466586143604,-0.000112488538585,-0.00322301619044,1.21925553219e+12
Stars_184,0.0053733738107,0.00769718662398,0.0118202644417,-5.67115816168e-05,0.000736843003096,-0.00172200753268,874102848872.0
Stars_185,0.00523202670246,0.00773909064819,0.0118055482439,-0.000834454249793,0.00210011467061,-0.00317511699212,1.88392373393e+12
Stars_186,0.00596568770942,0.00819772077778,0.0128227949999,0.000243923683335,-0.000697896580127,-0.00241364138609,1.53333483017e+12
Stars_187,0.00580507894371,0.00864021421299,0.0135868082384,0.00199204896962,0.000154642340668,-0.00107515260277,2.76474170423e+12
Stars_188,0.00604110598708,0.00857024465892,0.0137137342451,-0.00589561641596,0.00302068250231,-0.00943845066324,7.33760915443e+12
Stars_189,0.00597688191467,0.00875325076596,0.0135558461727,-0.000598787359491,-0.00126012501849,-0.0028308640098,7.88849485144e+12
Stars_190,0.00595011434978,0.0088633610863,0.0134679787911,0.00121795902818,-0.000375019974089,-0.000555666898691,2.9899326371e+12
Stars_191,0.00645364944502,0.0089910854497,0.0140761628551,-0.001572505474,0.00058784997116,-0.00399031728991,1.94159883281e+12
Stars_192,0.00635067024131,0.00897722167898,0.0144829099777,-0.00271614588751,0.000322010497774,-0.00638321461544,8.57503840542e+12
Stars_193,0.00700778956174,0.0103296132053,0.015997651438,0.00219026446229,-0.0014667742292,-0.0036695097541,3.4430880133e+12
Stars_194,0.00692204156833,0.0101905270113,0.0166921438661,-0.000179059494163,-0.000834167069454,-0.00514858782805,1.53202517439e+12
Stars_195,0.00791960858732,0.0116136919121,0.0189039696914,-0.00311526205659,-0.000806072822503,-0.00965428832403,5.52676090444e+12
Stars_196,0.00794275057164,0.0116043643659,0.0188819656293,-0.00148034595615,0.000406764052408,-0.00400977359938,2.83885065877e+12
Stars_197,0.00852186525296,0.012367329643,0.0193875218895,-5.18269993377e-05,0.00158734201975,-0.00468589263642,5.9688136442e+12
Stars_198,0.00842278766481,0.0123710940272,0.019404032021,0.000471708919108,0.00162562926813,-0.00539529549975,7.29719379237e+12
Stars_199,0.00845260404013,0.0125368451787,0.0194523374711,0.000478029747826,0.00132587744309,-0.00619349911616,5.96727833068e+12
Stars_200,0.00827980305094,0.0126303945434,0.0193037152986,5.76244434304e-06,0.000454063475657,-0.00702843594721,3.86627100862e+12
Stars_201,0.00839634101464,0.0126333935135,0.0193570332418,-0.000994012773533,-0.000984562772742,-0.00776889216144,2.87548038472e+12
Stars_202,0.0085003554914,0.0126915693129,0.0195494653404,-0.00278256240898,-0.0025434455549,-0.00802503033585,2.63484054232e+12
Stars_203,0.00840855190843,0.0126321246772,0.0198608739887,-0.00464978057135,-0.00340896167394,-0.00775580379059,3.63427515366e+12
Stars_204,0.00853030356899,0.0126751515198,0.0197614611234,-0.00600823170488,-0.00381374815728,-0.00746164624943,5.64624816423e+12
Stars_205,0.00847375280439,0.0124802341762,0.0201056655746,-0.00684309709996,-0.00383077295426,-0.00716358479204,1.01716041056e+13
Stars_206,0.00870083993504,0.0124402768744,0.0202613799709,-0.00718334680995,-0.00360324648636,-0.0069218531007,1.64649414981e+13
Stars_207,0.008773261345,0.0124710548993,0.0202508791846,0.00178393420853,0.000412400123813,-0.00514858751775,4.18716938026e+12
Stars_208,0.00870027220283,0.0124226033267,0.0202640320169,0.00135423129284,-0.00112183700127,-0.00419381755063,4.14368929908e+12
Stars_209,0.00875302892216,0.0122702957522,0.0200560457697,0.000597352288534,-0.00252580148802,-0.00369024513021,4.06790475945e+12
Stars_210,0.00877989797675,0.0125319538188,0.020060956547,-0.000490027173007,-0.00377451061119,-0.00354316720486,4.20704562721e+12
Stars_211,0.00887128199192,0.0125672276224,0.0202730681431,-0.00178052695425,-0.00474692300636,-0.0036859981941,4.45036138384e+12
Stars_212,0.00885888410394,0.0124001763438,0.0204140254193,-0.00316076108468,-0.00532758886913,-0.00412549232902,4.55693334484e+12
Stars_213,0.008839974733,0.0126792975744,0.0201239286719,-0.00452029780827,-0.00552075568166,-0.00486009564776,4.60289796216e+12
Stars_214,0.00880882905627,0.0128763529309,0.0200052029284,-0.00575880852566,-0.00535700199768,-0.0058549319951,4.51683007085e+12
Stars_215,0.00870989989693,0.012738197424,0.0202082486435,-0.00673923115784,-0.00480052788683,-0.00703120242801,4.46455859591e+12
